Qin,Qsolar,tin,tout
200,733.7461009,36.65992093,20.45
200,676.8946899,36.37266169,20.125
200,621.2691372,36.16489945,19.8
200,537.2405621,35.73923386,19.475
200,485.717706,35.3657518,19.15
200,425.0672983,34.97855542,18.825
200,367.5994382,34.5622971,18.5
200,313.6716318,34.12314237,18.175
200,262.8618039,33.66243043,17.85
200,183.7119204,33.17334275,17.525
200,127.8755928,32.65557298,17.2
200,76.51639836,32.12406291,17.025
200,0,31.57285201,16.85
200,0,31.00988568,16.675
200,0,30.45680945,16.5
200,0,29.91905529,16.3
200,0,29.3963715,16.1
200,0,28.88875978,15.9
200,0,28.39533262,15.7
200,0,27.91610332,15.525
200,0,27.45019154,15.35
200,0,26.99609315,15.175
200,0,26.5530775,15
200,0,26.12549848,14.9
200,0,25.7138221,14.8
200,0,25.31525641,14.7
200,0,24.92950436,14.6
200,0,24.55850704,14.525
200,0,24.20211267,14.45
200,0,23.85861466,14.375
200,0,23.5273901,14.3
200,0,23.20692569,14.2
200,0,22.89662884,14.1
200,0,22.59677858,14
200,0,22.30668534,13.9
200,0,22.02760484,13.9
200,0,21.76577291,13.9
200,0,21.5193594,13.9
200,0,21.28400885,13.9
200,0,21.0572581,13.9
200,0,20.83858443,13.9
200,0,20.62806423,13.9
200,0,20.42560044,13.9
200,0,20.23083632,13.9
200,0,20.04339288,13.9
200,0,19.86296307,13.9
200,0,19.68929041,13.9
200,0,19.52369078,13.95
200,0,19.36577581,14
200,0,19.21440475,14.05
200,0,19.06880295,14.1
200,64.28824693,18.93945514,14.125
200,95.8145497,18.83300766,14.15
200,162.1494657,18.75924536,14.175
200,231.3742259,18.72760544,14.2
200,303.3644273,18.74454505,14.25
200,391.9220984,18.81396124,14.3
200,460.7067803,18.93275721,14.35
200,530.0877482,19.09336135,14.4
200,599.4372273,19.30577708,14.725
200,668.6250842,19.56655448,15.05
200,697.1781135,19.85786723,15.375
200,726.240643,20.03728843,15.7
200,786.4279004,20.45230881,16.025
200,851.6130169,20.82782758,16.35
200,927.7284538,21.21909166,16.675
200,1030.375604,21.65666621,17
200,1182.680559,22.15266247,17.325
200,1344.142209,22.71440947,17.65
200,1486.186,23.11516685,17.975
200,1641.11583,23.9285804,18.3
200,1798.775199,24.65853669,18.575
200,1954.281996,25.39747039,18.85
200,2084.403937,26.16963287,19.125
200,2197.455989,26.9619773,19.4
200,2291.310808,27.76411211,19.7
200,2364.708728,28.56617598,20
200,2413.798241,29.3618178,20.3
200,2443.838786,30.14169038,20.6
200,2453.796679,30.89571214,20.875
200,2442.732732,31.61846359,21.15
200,2401.183351,32.30478773,21.425
200,2339.477745,32.95013865,21.7
200,2258.43969,33.28362687,21.55
200,2159.399622,33.99210595,21.4
200,2072.41795,34.45430065,21.25
200,1969.329797,34.81530962,21.1
200,1853.028227,35.13016793,20.975
200,1727.280832,35.38312651,20.85
200,1559.12964,35.56209658,20.725
200,1397.257491,35.65504538,20.6
200,1245.44719,35.66891366,20.45
200,1106.346287,35.6167306,20.3
200,976.3124709,35.50651751,20.15
200,871.5700697,35.34674212,20
200,789.7456596,35.14112573,19.725
200,734.2630092,34.90458692,19.45
200,680.4316184,34.64573633,19.175
200,626.3374959,34.36502328,18.9
200,542.2395771,34.15411126,18.625
200,489.5578378,33.72909514,18.35
200,425.1515431,33.35737206,18.075
200,363.9276968,32.96883853,17.8
200,306.2516821,32.54934722,17.525
200,251.7691053,32.10774953,17.25
200,193.0986446,31.64452696,16.975
200,126.0745042,31.15633872,16.7
200,79.13335838,30.65192866,16.5
200,0,30.1280626,16.3
200,0,29.59502849,16.1
200,0,29.07265433,15.9
200,0,28.56705224,15.725
200,0,28.07717566,15.55
200,0,27.60108632,15.375
200,0,27.13782283,15.2
200,0,26.68491286,15
200,0,26.24139422,14.8
200,0,25.80759046,14.6
200,0,25.38297398,14.4
200,0,24.97321436,14.3
200,0,24.57884379,14.2
200,0,24.19596178,14.1
200,0,23.82420286,14
200,0,23.4650397,13.925
200,0,23.11803158,13.85
200,0,22.78164693,13.775
200,0,22.45533329,13.7
200,0,22.13722339,13.6
200,0,21.82680206,13.5
200,0,21.52455154,13.4
200,0,21.23002569,13.3
200,0,20.94035415,13.2
200,0,20.66199496,13.1
200,0,20.39579108,13
200,0,20.13928694,12.9
200,0,19.89130891,12.825
200,0,19.6510558,12.75
200,0,19.41795325,12.675
200,0,19.19159397,12.6
200,0,18.97009341,12.5
200,0,18.752999,12.4
200,0,18.54065761,12.3
200,0,18.33331064,12.2
200,0,18.14115854,12.25
200,0,17.96549534,12.3
200,0,17.80252385,12.35
200,0,17.64909474,12.4
200,60.69063577,17.51477424,12.45
200,86.48174072,17.40422326,12.5
200,131.0239072,17.31981753,12.55
200,175.2021659,17.26186394,12.6
200,213.4996051,17.22963387,12.65
200,256.3562483,17.22197857,12.7
200,397.2737001,17.25903102,12.75
200,525.2984374,17.36501529,12.8
200,664.9289725,17.57470759,13.225
200,796.8507678,17.79514265,13.65
200,822.9360517,18.24801666,14.075
200,835.2539008,18.66490377,14.5
200,889.554061,19.08495789,14.9
200,945.8893697,19.53602832,15.3
200,1013.061569,20.01980865,15.7
200,1129.590822,20.54164683,16.1
200,1248.082837,21.10842105,16.525
200,1393.654467,21.49910198,16.95
200,1554.443285,22.31403795,17.375
200,1721.295769,23.05519333,17.8
200,1888.529883,23.8020118,18.075
200,2050.928154,24.58694024,18.35
200,2192.490531,25.40543794,18.625
200,2319.547277,26.24901901,18.9
200,2429.227582,27.11054099,19.175
200,2519.395537,27.98338409,19.45
200,2578.53145,28.8482989,19.725
200,2615.636767,29.69359066,20
200,2630.364099,30.51812624,20.275
200,2622.596149,31.31368183,20.55
200,2585.97876,32.07481504,20.825
200,2527.248885,32.7967691,21.1
200,2447.101242,33.4440365,20.925
200,2346.77361,33.77675928,20.75
200,2214.337147,34.47223974,20.575
200,2067.676199,34.89621062,20.4
200,1910.473873,35.19073913,20.2
200,1747.15448,35.41406807,20
200,1575.107484,35.5532053,19.8
200,1408.777309,35.60211336,19.6
200,1254.00794,35.57218071,19.425
200,1116.322442,35.47654838,19.25
200,971.8263309,35.31943905,19.075
200,864.2787033,35.10969026,18.9
200,780.917574,34.85346789,18.575
200,723.4328851,34.56784993,18.25
200,659.5116697,34.361375,17.925
200,596.0024217,33.94424351,17.6
200,533.1204673,33.57980016,17.275
200,471.0619409,33.19866757,16.95
200,389.7477846,32.78312444,16.625
200,337.7389761,32.34348063,16.3
200,289.6079892,31.88591694,15.975
200,244.9849992,31.41118713,15.65
200,186.9991259,30.91639895,15.325
200,121.0287102,30.39654188,15
200,74.60325243,29.8634905,14.825
200,0,29.31431867,14.65
200,0,28.75700915,14.475
200,0,28.21132322,14.3
200,0,27.68015506,14.1
200,0,27.16221119,13.9
200,0,26.65766641,13.7
200,0,26.16559916,13.5
200,0,25.68729151,13.325
200,0,25.22243686,13.15
200,0,24.76924992,12.975
200,0,24.327132,12.8
200,0,23.90698484,12.8
200,0,23.50970587,12.8
200,0,23.12807517,12.8
200,0,22.76121217,12.8
200,0,22.40896353,12.8
200,0,22.0705482,12.8
200,0,21.74538408,12.8
200,0,21.43295902,12.8
200,0,21.13276262,12.8
200,0,20.84388321,12.8
200,0,20.56250704,12.8
200,0,20.29438171,12.8
200,0,20.03690414,12.75
200,0,19.78715224,12.7
200,0,19.54417836,12.65
200,0,19.30809099,12.6
200,0,19.07894072,12.55
200,0,18.85656203,12.5
200,0,18.64067776,12.45
200,0,18.43101096,12.4
200,0,18.22732173,12.35
200,0,18.02939796,12.3
200,0,17.83703735,12.25
200,0,17.65004571,12.2
200,0,17.48333099,12.375
200,0,17.33968755,12.55
200,0,17.21300507,12.725
200,0,17.09805416,12.9
200,77.88848358,17.00982062,13.1
200,112.5310252,16.95932537,13.3
200,156.7172598,16.94971873,13.5
200,206.9442668,16.9898495,13.7
200,281.5114139,17.08642719,13.875
200,346.4686177,17.24031014,14.05
200,399.6538528,17.44475691,14.225
200,454.4838803,17.69008515,14.4
200,510.6288898,17.98167083,14.775
200,567.9294719,18.17755349,15.15
200,616.6994719,18.63559786,15.525
200,699.1303811,19.05543995,15.9
200,757.1293743,19.48603732,16.275
200,838.514282,19.95220916,16.65
200,933.5956818,20.45732819,17.025
200,1054.239872,21.00317399,17.4
200,1198.249316,21.58801313,17.775
200,1361.132621,21.9843416,18.15
200,1529.834047,22.85472481,18.525
200,1705.136485,23.65416887,18.9
200,1881.134306,24.46104358,19.225
200,2052.398115,25.31365642,19.55
200,2200.952187,26.19946192,19.875
200,2334.482623,26.83245057,20.2
200,2449.965419,27.9627251,20.525
200,2545.112527,28.92314882,20.85
200,2607.601173,29.84173401,21.175
200,2646.867369,30.75502087,21.5
200,2662.478773,31.34743706,21.825
200,2654.282798,32.4496878,22.15
200,2612.750241,33.01609127,22.475
200,2548.059336,33.69632678,22.8
200,2461.104522,34.68258525,22.575
200,2353.324283,35.29865939,22.35
200,2219.089959,35.56842681,22.125
200,2069.656072,36.18830055,21.9
200,1908.773551,36.54023493,21.65
200,1740.980201,36.75717844,21.4
200,1561.647189,36.89488822,21.15
200,1388.19807,36.94772066,20.9
200,1226.764519,36.91547589,20.675
200,1083.199657,36.80899234,20.45
200,953.3470728,36.64034996,20.225
200,849.9989587,36.42134314,20
200,771.8228055,36.14945981,19.525
200,716.4959134,35.93493076,19.05
200,629.0956646,35.50700799,18.575
200,575.5904814,35.1237328,18.1
200,522.3692066,34.72207213,17.65
200,469.5976621,34.29100947,17.2
200,408.3332261,33.83436903,16.75
200,350.2052119,33.35074826,16.3
200,295.5957885,32.83927899,15.825
200,227.5592312,32.29830157,15.35
200,171.4105449,31.73003572,14.875
200,121.2596172,31.13809911,14.4
200,76.89285302,30.54790785,14.275
200,0,29.95254201,14.15
200,0,29.35214433,14.025
200,0,28.76772139,13.9
200,0,28.20316132,13.75
200,0,27.65664317,13.6
200,0,27.12760333,13.45
200,0,26.61489985,13.3
200,0,26.11874751,13.175
200,0,25.63829232,13.05
200,0,25.17184274,12.925
200,0,24.71859754,12.8
200,0,24.28241306,12.75
200,0,23.86329389,12.7
200,0,23.45820025,12.65
200,0,23.06655233,12.6
200,0,22.68810274,12.55
200,0,22.32247468,12.5
200,0,21.96905466,12.45
200,0,21.62706931,12.4
200,0,21.29591409,12.35
200,0,20.97515016,12.3
200,0,20.66438144,12.25
200,0,20.36320152,12.2
200,0,20.07101424,12.15
200,0,19.78421443,12.1
200,0,19.50876636,12.05
200,0,19.24558527,12
200,0,18.99375114,11.975
200,0,18.75140434,11.95
200,0,18.51727121,11.925
200,0,18.29085613,11.9
200,0,18.07041065,11.85
200,0,17.85555143,11.8
200,0,17.64660284,11.75
200,0,17.44377006,11.7
200,0,17.26733343,11.925
200,0,17.12114547,12.15
200,0,16.99728335,12.375
200,0,16.8895741,12.6
200,59.55819775,16.80341898,12.825
200,85.66282513,16.74567079,13.05
200,147.4440056,16.72363441,13.275
200,211.956318,16.74093326,13.5
200,276.3780489,16.7978884,13.725
200,340.6203255,16.89395783,13.95
200,427.8410976,17.03762638,14.175
200,511.7147269,17.23984422,14.4
200,596.6240181,17.50526934,14.725
200,692.064331,17.70604481,15.05
200,729.1780505,18.16520848,15.375
200,774.5792879,18.59546934,15.7
200,832.4982997,19.04016523,16.025
200,943.9208904,19.537787,16.35
200,1031.635388,20.09350016,16.675
200,1145.681882,20.69097303,17
200,1304.675602,21.08930667,17.325
200,1468.751367,21.95928742,17.65
200,1639.890071,22.74476634,17.975
200,1817.87359,23.53397165,18.3
200,1997.323426,24.37335275,18.675
200,2173.206487,25.25817533,19.05
200,2285.923663,25.89391397,19.425
200,2377.770623,27.03242343,19.8
200,2447.337353,27.98978357,20.175
200,2494.126476,28.89910682,20.55
200,2562.669838,29.49939792,20.925
200,2612.325584,30.31942381,21.3
200,2641.967258,31.51505633,21.675
200,2650.654733,32.41108234,22.05
200,2615.20091,32.97203625,22.425
200,2559.373825,34.00350872,22.8
200,2484.095096,34.74537709,22.475
200,2390.716929,35.35364807,22.15
200,2281.00891,35.6650027,21.825
200,2155.25815,36.30780289,21.5
200,2016.341708,36.67774913,21.175
200,1867.962374,36.91706801,20.85
200,1687.724308,37.07407686,20.525
200,1513.540006,37.13584014,20.2
200,1350.774156,37.10160669,19.875
200,1204.470118,36.98531718,19.55
200,1043.216484,36.79405715,19.225
200,927.0173174,36.53985961,18.9
200,833.5765431,36.32523519,18.525
200,764.8944146,35.91294106,18.15
200,698.1208467,35.54859928,17.775
200,632.1393306,35.16216987,17.4
200,567.1619627,34.7432751,17.025
200,503.3767139,34.29985345,16.65
200,437.7613015,33.83145034,16.275
200,352.1996512,33.33203385,15.9
200,293.6276322,32.8039543,15.525
200,238.5864118,32.2544209,15.15
200,179.5217249,31.68461533,14.775
200,123.2437373,31.0947994,14.4
200,66.22279108,30.50248634,14.275
200,0,29.90551475,14.15
200,0,29.30949033,14.025
200,0,28.73122556,13.9
200,0,28.17185884,13.75
200,0,27.62961404,13.6
200,0,27.10444816,13.45
200,0,26.59537938,13.3
200,0,26.10292613,13.175
200,0,25.62633269,13.05
200,0,25.16381945,12.925
200,0,24.71462623,12.8
200,0,24.28636572,12.8
200,0,23.87936863,12.8
200,0,23.48819552,12.8
200,0,23.1118579,12.8
200,0,22.74961584,12.8
200,0,22.40051987,12.8
200,0,22.06393079,12.8
200,0,21.73920499,12.8
200,0,21.42617595,12.8
200,0,21.1245121,12.8
200,0,20.83320302,12.8
200,0,20.54842821,12.8
200,0,20.27614978,12.8
200,0,20.01719591,12.8
200,0,19.76929529,12.8
200,0,19.53055896,12.8
200,0,19.30017317,12.8
200,0,19.07795933,12.8
200,0,18.86377896,12.8
200,0,18.65737379,12.8
200,0,18.45833431,12.8
200,0,18.26648185,12.8
200,0,18.0814072,12.8
200,0,17.9024652,12.8
200,0,17.7414888,12.975
200,0,17.60042837,13.15
200,0,17.47255575,13.325
200,0,17.35344698,13.5
200,56.75931148,17.25774819,13.7
200,82.10256322,17.19285336,13.9
200,152.5998178,17.16749659,14.1
200,219.2039221,17.1882759,14.3
200,288.9741963,17.25796951,14.475
200,375.4245882,17.38468049,14.65
200,442.9364207,17.56908668,14.825
200,513.1721168,17.81117448,15
200,585.4883955,18.00333453,15.375
200,659.7248956,18.45110624,15.75
200,722.3339419,18.89023975,16.125
200,784.5968593,19.34341931,16.5
200,896.8930687,19.83956593,16.85
200,1006.386381,20.38394999,17.2
200,1123.370123,20.97749913,17.55
200,1263.476871,21.36288251,17.9
200,1426.342165,22.22482045,18.275
200,1609.59006,23.01326393,18.65
200,1779.66419,23.84444084,19.025
200,1954.324215,24.7261141,19.4
200,2128.735946,25.34827825,19.625
200,2298.441297,26.50510517,19.85
200,2403.925188,27.49353632,20.075
200,2493.97069,28.43100069,20.3
200,2566.578742,29.34961966,20.55
200,2620.36636,29.94568736,20.8
200,2682.026506,30.74209588,21.05
200,2723.289519,31.89924902,21.3
200,2744.197137,32.76175376,21.525
200,2745.029377,33.30259167,21.75
200,2706.840851,34.27969673,21.975
200,2649.650034,35.01827457,22.2
200,2574.249266,35.64430884,21.975
200,2481.817182,35.97174959,21.75
200,2378.5426,36.65288628,21.525
200,2262.200987,37.07682579,21.3
200,2135.544395,37.38906874,21.05
200,2001.914041,37.63712194,20.8
200,1837.172399,37.81448083,20.55
200,1686.128349,37.90229852,20.3
200,1533.033401,37.90593355,20.075
200,1415.682787,37.8439647,19.85
200,1244.872858,37.71466208,19.625
200,1088.70604,37.51394471,19.4
200,948.1429973,37.25650875,19.275
200,826.4647499,36.95704271,19.15
200,755.0008038,36.7374743,19.025
200,683.0770395,36.30810544,18.9
200,610.8631594,35.94204533,18.75
200,538.5165702,35.56126191,18.6
200,464.2314032,35.15308311,18.45
200,393.2689992,34.72415434,18.3
200,311.7982302,34.27126146,18.175
200,247.812631,33.79487638,18.05
200,189.7017632,33.30064415,17.925
200,132.8615356,32.79254824,17.8
200,72.5747332,32.26099388,17.525
200,0,31.70078048,17.25
200,0,31.13268995,16.975
200,0,30.57464791,16.7
200,0,30.02775059,16.4
200,0,29.49129969,16.1
200,0,28.96582663,15.8
200,0,28.45071141,15.5
200,0,27.94663817,15.225
200,0,27.45317531,14.95
200,0,26.96897491,14.675
200,0,26.4935505,14.4
200,0,26.03947471,14.3
200,0,25.60797921,14.2
200,0,25.19110612,14.1
200,0,24.78794179,14
200,0,24.39984878,13.925
200,0,24.02644948,13.85
200,0,23.66624773,13.775
200,0,23.3183681,13.7
200,0,22.98056081,13.6
200,0,22.65206883,13.5
200,0,22.33349121,13.4
200,0,22.02456948,13.3
200,0,21.7297468,13.3
200,0,21.44535608,13.3
200,0,21.17575816,13.3
200,0,20.92036981,13.3
200,0,20.67689758,13.3
200,0,20.44363554,13.3
200,0,20.21993587,13.3
200,0,20.00563281,13.3
200,0,19.79994365,13.3
200,0,19.60232391,13.3
200,0,19.41246761,13.3
200,0,19.23011887,13.3
200,0,19.06163021,13.4
200,0,18.9077886,13.5
200,0,18.76616076,13.6
200,0,18.63476513,13.7
200,61.49475155,18.52224793,13.775
200,89.04584377,18.43242949,13.85
200,161.0512927,18.37260458,13.925
200,230.9201345,18.34901896,14
200,300.9986913,18.36496262,14.1
200,371.121466,18.41905991,14.2
200,409.145088,18.50193327,14.3
200,447.2140233,18.60441966,14.4
200,484.7016732,18.7250064,14.55
200,521.7470822,18.8629569,14.7
200,662.8300197,19.03853967,14.85
200,793.9426973,19.27237765,15
200,951.0054831,19.47298732,15.125
200,1127.325802,19.93533506,15.25
200,1129.01792,20.37924889,15.375
200,1106.704901,20.79160224,15.5
200,1080.804514,21.17112769,15.65
200,1004.212912,21.50303867,15.8
200,1067.166346,21.80914006,15.95
200,1128.366091,22.12572935,16.1
200,1187.355419,22.45895314,16.25
200,1243.853592,22.80516141,16.4
200,1558.713723,23.22183499,16.55
200,1877.41108,23.76566745,16.7
200,2180.642975,24.23190282,16.825
200,2491.053095,25.15549094,16.95
200,2587.683902,25.73660449,17.075
200,2645.057682,26.43939225,17.2
200,2671.325016,27.19578647,17.35
200,2694.73268,28.27991975,17.5
200,2681.160054,28.76259291,17.65
200,2649.081685,29.69731143,17.8
200,2599.890464,30.37690314,17.75
200,2535.233336,30.71318649,17.7
200,2402.136019,31.46021178,17.65
200,2238.586127,31.9349777,17.6
200,2039.230342,32.27153446,17.55
200,1831.196642,32.52393306,17.5
200,1626.954989,32.69572335,17.45
200,1426.066308,32.77288694,17.4
200,1234.22512,32.76176323,17.35
200,1057.050536,32.67652765,17.3
200,947.1589455,32.53987351,17.25
200,863.2915695,32.37098405,17.2
200,772.1713352,32.16435032,16.975
200,728.7670647,31.93053878,16.75
200,677.4589364,31.67907822,16.525
200,605.4734306,31.40349824,16.3
200,562.269914,31.19983354,16.05
200,509.5106816,30.7858517,15.8
200,445.1485206,30.42020067,15.55
200,378.8163045,30.03783655,15.3
200,322.3543668,29.63275642,15.075
200,248.7328315,29.21209814,14.85
200,186.2636966,28.7742607,14.625
200,126.83976,28.31875333,14.4
200,67.02004875,27.85131708,14.3
200,0,27.36927507,14.2
200,0,26.88347752,14.1
200,0,26.41077421,14
200,0,25.9562185,13.925
200,0,25.51887001,13.85
200,0,25.09676437,13.775
200,0,24.68896523,13.7
200,0,24.29214047,13.6
200,0,23.90498426,13.5
200,0,23.52832173,13.4
200,0,23.16164856,13.3
200,0,22.80877084,13.25
200,0,22.47007128,13.2
200,0,22.1425118,13.15
200,0,21.82539397,13.1
200,0,21.5199732,13.075
200,0,21.22556036,13.05
200,0,20.93775402,13.025
200,0,20.66223819,13
200,0,20.39799544,12.95
200,0,20.14226621,12.9
200,0,19.89349819,12.85
200,0,19.65133501,12.8
200,0,19.41986358,12.8
200,0,19.19979183,12.8
200,0,18.98976107,12.8
200,0,18.78855631,12.8
200,0,18.59528752,12.8
200,0,18.40964663,12.8
200,0,18.23153319,12.8
200,0,18.06085881,12.8
200,0,17.89718127,12.8
200,0,17.73959302,12.8
200,0,17.58784795,12.8
200,0,17.44192164,12.8
200,0,17.31046344,12.925
200,0,17.19494516,13.05
200,0,17.09043777,13.175
200,0,16.99373536,13.3
200,47.59791586,16.91672192,13.45
200,67.48827827,16.86452508,13.6
200,101.2701419,16.83780524,13.75
200,134.9174057,16.83546133,13.9
200,168.3593194,16.85560382,14.025
200,201.9676,16.8977692,14.15
200,338.471607,16.98037228,14.275
200,466.0344378,17.11322074,14.4
200,591.5761804,17.33407364,14.775
200,725.2809574,17.54546749,15.15
200,791.5607919,18.01817741,15.525
200,863.8435457,18.48534096,15.9
200,963.8452628,18.98479188,16.275
200,1105.287762,19.55086127,16.65
200,1235.995564,19.94433772,17.025
200,1387.246258,20.81720337,17.4
200,1559.156715,21.61918789,17.775
200,1750.083214,22.45348969,18.15
200,1885.33085,23.33871288,18.525
200,2013.101971,23.95177667,18.9
200,2143.74382,25.09783347,19.175
200,2273.312915,26.07015125,19.45
200,2396.306963,27.00330281,19.725
200,2498.135266,27.94125511,20
200,2578.080374,28.868669,20.275
200,2636.227352,29.77240402,20.55
200,2719.819757,30.3760372,20.825
200,2788.904863,31.18384893,21.1
200,2841.164243,32.34761731,21.375
200,2874.360953,33.22631541,21.65
200,2845.239595,33.78582526,21.925
200,2795.608031,34.78636889,22.2
200,2725.410685,35.51753784,22.1
200,2635.045131,36.14012584,22
200,2497.517762,36.46793481,21.9
200,2351.671059,37.13153759,21.8
200,2201.091527,37.52426065,21.725
200,2049.623744,37.79852313,21.65
200,1844.05321,38.0000521,21.575
200,1645.367337,38.10850059,21.5
200,1457.767737,38.11904979,21.4
200,1284.989822,38.04638292,21.3
200,1127.829934,37.92397088,21.2
200,1015.126561,37.75207585,21.1
200,920.2095755,37.51967348,20.725
200,839.3946968,37.2398936,20.35
200,762.9456677,37.02581506,19.975
200,687.1921338,36.58282867,19.6
200,611.5755856,36.185835,19.25
200,536.2635763,35.77397592,18.9
200,439.6362064,35.32069463,18.55
200,361.4821961,34.83261348,18.2
200,285.7823018,34.31369009,17.825
200,206.7703979,33.76446554,17.45
200,155.48754,33.19244731,17.075
200,105.0735586,32.60528946,16.7
200,56.44230433,32.02411271,16.6
200,0,31.44795756,16.5
200,0,30.87803315,16.4
200,0,30.32682628,16.3
200,0,29.79721668,16.225
200,0,29.28739361,16.15
200,0,28.79538246,16.075
200,0,28.32016066,16
200,0,27.85968394,15.9
200,0,27.41307993,15.8
200,0,26.98035105,15.7
200,0,26.56082237,15.6
200,0,26.15761469,15.55
200,0,25.77048505,15.5
200,0,25.39840115,15.45
200,0,25.03812961,15.4
200,0,24.68710602,15.35
200,0,24.34579095,15.3
200,0,24.01378336,15.25
200,0,23.6901251,15.2
200,0,23.37401343,15.15
200,0,23.06427238,15.1
200,0,22.75906458,15.05
200,0,22.45630911,15
200,0,22.15474328,14.95
200,0,21.85679169,14.9
200,0,21.56460866,14.85
200,0,21.28393081,14.8
200,0,21.0178098,14.75
200,0,20.76696515,14.7
200,0,20.53086005,14.65
200,0,20.30848507,14.6
200,0,20.09745551,14.55
200,0,19.89610113,14.5
200,0,19.70335988,14.45
200,0,19.51842346,14.4
200,0,19.3550826,14.55
200,0,19.21504883,14.7
200,0,19.09268896,14.85
200,0,18.98323905,15
200,0,18.88238371,15.125
200,94.4024838,18.80848661,15.25
200,166.1650158,18.77691572,15.375
200,232.7952468,18.78874615,15.5
200,303.2852378,18.84561853,15.65
200,391.7389497,18.95565181,15.8
200,479.5748235,19.12198525,15.95
200,566.3310773,19.33820368,16.1
200,634.8383049,19.59529608,16.325
200,718.6054839,19.88584093,16.55
200,769.72779,20.0685689,16.775
200,808.4572899,20.49604286,17
200,915.325635,20.89327281,17.25
200,1014.438647,21.3197501,17.5
200,1106.12861,21.79452412,17.75
200,1210.749927,22.30643997,18
